transaction_id,matched_address_id,confidence_score,match_type,original_address,normalized_address,matched_address
none-30-bushwick-avenue-unit-7a-brooklyn-ny-11211,7D9249591F7FCEC7BE25B465E2CE0AB14F40A6F29E29C9A250A0AA14DEE5F18FA13131DB03A9722C3895934AC05390CD,0.9333333333333332,metaphone,30 Bushwick Avenue Unit 7A,30 BUSHWICK AVE 7A,36 BUSHWICK AVE
none-76-roebling-street-unit-4b-brooklyn-ny-11211,C3E8655CEF35223BC77D8CBA78E8132A43AC9D7451BEE4FE52C1C6309692257E46C108B0DA3AEBD7A0AE9F7933D4B65C,0.9285714285714286,metaphone,76 Roebling Street Unit 4B,76 ROEBLING ST 4B,65 ROEBLING ST
none-south-5th-street-unit-3-brooklyn-ny-11211,,0.0,no_match,South 5th Street Unit 3,S 5TH ST 3,
none-30-bayard-street-unit-1a-brooklyn-ny-11211,E208AB591CEF17A940255D72A64C2F009EA4FAC26497DF622FAE1EE90F3A0FA860EA5B985E268754F90E8BC51D1DC671,1.0,metaphone,30 Bayard Street Unit 1A,30 BAYARD ST 1A,30 BAYARD ST
none-north-11th-street-unit-1l-brooklyn-ny-11211,,0.0,no_match,North 11th Street Unit 1L,N 11TH ST 1L,
none-manhattan-avenue-unit-2r-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue Unit 2R,MANHATTAN AVE 2R,
none-165-north-10th-street-unit-3a-brooklyn-ny-11211,5ADA59072C14E72BA8430679D8E414035AF1D6D9CE4C960D2B5784CFF02DFB07057E75F571DF1D9C5BD0F274928F9C14,0.8636363636363635,api_validated,165 North 10th Street Unit 3A,165 N 10TH ST 3A,215 10TH ST
none-171-north-1st-street-unit-3a-brooklyn-ny-11211,BE01DE5BEC2B88F12C73B4FE72B571B916173857F2714448A8699174741BCF4C70D9207CC3F7F2FE9D6EEC07DCD2CD72,1.0,metaphone,171 North 1st Street Unit 3A,171 N 1ST ST 3A,171 1ST ST
none-139-skillman-avenue-unit-9b-brooklyn-ny-11211,6902FF1BD441A6BBE366DBFF0EE623039237708C77C08E90FF5F86C3BD0F18F8EC51E919355A14B8D334F9A6B69562B8,1.0,metaphone,139 Skillman Avenue Unit 9B,139 SKILLMAN AVE 9B,139 SKILLMAN AVE
none-manhattan-avenue-unit-3r-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue Unit 3R,MANHATTAN AVE 3R,
none-171-north-1st-street-unit-3c-brooklyn-ny-11211,BE01DE5BEC2B88F12C73B4FE72B571B916173857F2714448A8699174741BCF4C70D9207CC3F7F2FE9D6EEC07DCD2CD72,1.0,metaphone,171 North 1st Street Unit 3C,171 N 1ST ST 3C,171 1ST ST
none-549-metropolitan-avenue-unit-a-williamsburg-ny-11211,9EAC9F05D839B60AF80A602E3BBC680A668937305C2D85F536E99204C2C58986A2464E9CCCE10BC332328E4D006C75D8,0.95,metaphone,549 Metropolitan Avenue Unit A,549 METROPOLITAN AVE A,542 METROPOLITAN AVE
none-76-richardson-street-unit-7-williamsburg-ny-11211,E2CEFE0766922551704C3600A42EB9517107D3D4B7D9E4B80407330F1339353761BC3ECC59135C3C66F0A080D4D535E7,1.0,metaphone,76 Richardson Street Unit 7,76 RICHARDSON ST 7,76 RICHARDSON ST
none-conselyea-street-unit-2-brooklyn-ny-11211,,0.0,no_match,Conselyea Street Unit 2,CONSELYEA ST 2,
none-139-skillman-avenue-unit-9ab-brooklyn-ny-11211,6902FF1BD441A6BBE366DBFF0EE623039237708C77C08E90FF5F86C3BD0F18F8EC51E919355A14B8D334F9A6B69562B8,1.0,metaphone,139 Skillman Avenue Unit 9AB,139 SKILLMAN AVE 9AB,139 SKILLMAN AVE
none-bushwick-avenue-unit-5b-brooklyn-ny-11211,17F4E7157F49D7988DA13E0A19A2511063FE2C8C710178FFEDB913EFADBEC7281280D04952D81E7EEC603A3EB39B4560,0.76,api_validated,Bushwick Avenue Unit 5B,BUSHWICK AVE 5B,9 BUSHWICK AVE
none-108-division-avenue-unit-12a-brooklyn-ny-11211,4EADA0A4446D3FC1BD94187194CBB3FD2A4081B2F9D876D362626FA4C79B663D9B140A5991ABB16A9AF1F08943BBDB0F,0.875,metaphone,108 Division Avenue Unit 12A,108 DIVISION AVE 12A,153 DIVISION AVE
none-256-withers-street-unit-6fam-brooklyn-ny-11211,1CBF04200090906C8EA65A516667B139F1FAD6B059294C5E493A3A0CA0A0C41B17120A3E0D499B4A738B87777BD05A80,1.0,metaphone,256 Withers Street Unit 6FAM,256 WITHERS ST 6FAM,256 WITHERS ST
none-179-jackson-street-unit-5-brooklyn-ny-11211,39CD8536EB798ACBB5384A9B3715A3EB7A1C3FCD150175DBC3D1572758BB07FE5A4BE9BFDE4A9E30446D3307607F8AFE,0.9285714285714286,metaphone,179 Jackson Street Unit 5,179 JACKSON ST 5,170 JACKSON ST
none-manhattan-avenue-unit-2-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue Unit 2,MANHATTAN AVE 2,
none-hope-street-unit-pha-brooklyn-ny-11211,,0.0,no_match,Hope Street Unit PHA,HOPE ST PHA,
none-15-roebling-street-unit-4a-brooklyn-ny-11211,9CA046DD3A1D195EACACA3A34D59ED821A6E2881ED69EABB2F593B384E041544481829A0241211B0DBBA22336BFEFBC9,0.9655172413793103,metaphone,15 Roebling Street Unit 4A,15 ROEBLING ST 4A,195 ROEBLING ST
none-237-withers-street-none-brooklyn-ny-11211,9E84B9023AE12779041CFE98B073B4C1CC756E925349652DAA0079A0262FAF3DF19DEC284CE541AE22BA7B3BA27805B4,1.0,exact,237 Withers Street,237 WITHERS ST,237 WITHERS ST
none-100-maspeth-avenue-unit-2j-brooklyn-ny-11211,E3DBC0054250A2038C2C97826F7C7B09BD646F3C9FD06C4BE91AC61235658546745A3093F23D31EE022E7D2943F7C16F,1.0,metaphone,100 Maspeth Avenue Unit 2J,100 MASPETH AVE 2J,100 MASPETH AVE
none-432-grand-street-unit-201-brooklyn-ny-11211,38E4ADAE55AF4A8954E8A69E750FB7387AAACD2A14DE0D0F0D41F61E6B0006272FE2B70670202BA637DA1363AC75DF19,0.9166666666666665,metaphone,432 Grand Street Unit 201,432 GRAND ST 201,430 GRAND ST
none-50-bayard-street-unit-2g-brooklyn-ny-11211,F33AA593041B2DCBAC6A419F403D4ED5887A12C0FC7B6B3C097B9C0E26ABD3859FCA88A7C9213156A4A95D40D48FC536,1.0,metaphone,50 Bayard Street Unit 2G,50 BAYARD ST 2G,50 BAYARD ST
none-224-north-6th-street-unit-2r-brooklyn-ny-11211,344F4532F9F39F5D59CE19268DA3ED15C7B3044CC8563C5DDDC68EC5B08E24729CEB6809FEC6C5A32F97F4274D74F720,0.8,metaphone,224 North 6th Street Unit 2R,224 N 6TH ST 2R,282 5TH ST
none-305-union-avenue-unit-4d-5d-brooklyn-ny-11211,11B934E6FC91986162C1F468A44B6A1B3C4CBD0E301DD47B351EFDEB320A4AC28568FBA2A05FF5563DF11ED98334CAE7,0.923076923076923,metaphone,305 Union Avenue Unit 4D/5D,305 UNION AVE 4D/5D,306 UNION AVE
none-305-union-avenue-unit-5c-brooklyn-ny-11211,11B934E6FC91986162C1F468A44B6A1B3C4CBD0E301DD47B351EFDEB320A4AC28568FBA2A05FF5563DF11ED98334CAE7,0.923076923076923,metaphone,305 Union Avenue Unit 5C,305 UNION AVE 5C,306 UNION AVE
none-179-jackson-street-unit-5a-brooklyn-ny-11211,39CD8536EB798ACBB5384A9B3715A3EB7A1C3FCD150175DBC3D1572758BB07FE5A4BE9BFDE4A9E30446D3307607F8AFE,0.9285714285714286,metaphone,179 Jackson Street Unit 5A,179 JACKSON ST 5A,170 JACKSON ST
none-284-manhattan-avenue-none-brooklyn-ny-11211,4BD66ACD68AE627E88A552A2E6E53F0526E5A487D8B539889294E55B479D19079FFBAB45B15B3C3933FE98D7FEFB4009,1.0,exact,284 Manhattan Avenue,284 MANHATTAN AVE,284 MANHATTAN AVE
none-50-bayard-street-unit-3j-brooklyn-ny-11211,F33AA593041B2DCBAC6A419F403D4ED5887A12C0FC7B6B3C097B9C0E26ABD3859FCA88A7C9213156A4A95D40D48FC536,1.0,metaphone,50 Bayard Street Unit 3J,50 BAYARD ST 3J,50 BAYARD ST
none-229-withers-street-unit-3b-brooklyn-ny-11211,9A74ED57D33324D214899E2D879187BEC357814F4FC1B4A2B6E29B9BD4EA20D58797E199CCECF7E0D2CF612DC61F79A5,0.9285714285714286,metaphone,229 Withers Street Unit 3B,229 WITHERS ST 3B,224 WITHERS ST
none-bayard-street-unit-2g-brooklyn-ny-11211,,0.0,no_match,Bayard Street Unit 2G,BAYARD ST 2G,
none-roebling-street-unit-4b-brooklyn-ny-11211,C3E8655CEF35223BC77D8CBA78E8132A43AC9D7451BEE4FE52C1C6309692257E46C108B0DA3AEBD7A0AE9F7933D4B65C,0.786206896551724,api_validated,Roebling Street Unit 4B,ROEBLING ST 4B,65 ROEBLING ST
none-201-north-11th-street-unit-ph-brooklyn-ny-11211,957C9D0C62814F0C396172FEEE0C9E6EBF90333F125D70A658DFC8A988D71BF913B428BDEA02108AF202BB722F12C602,0.8636363636363635,api_validated,201 North 11th Street Unit PH,201 N 11TH ST PH,214 11TH ST
none-devoe-street-unit-na-brooklyn-ny-11211,,0.0,no_match,Devoe Street Unit NA,DEVOE ST NA,
none-north-6th-street-unit-1-brooklyn-ny-11211,,0.0,no_match,North 6th Street Unit 1,N 6TH ST 1,
none-jackson-street-unit-1b-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 1B,JACKSON ST 1B,
none-74-jackson-street-unit-5-brooklyn-ny-11211,6E665CA373E87645EF0DA4C408606E5F035B9B39BC3B442DF2D9FCE48C1E64E8A47BA6545F00DF0E132625EC2616462A,0.962962962962963,metaphone,74 Jackson Street Unit 5,74 JACKSON ST 5,174 JACKSON ST
none-union-avenue-unit-4d-5d-brooklyn-ny-11211,,0.0,no_match,Union Avenue Unit 4D/5D,UNION AVE 4D/5D,
none-170-south-4th-street-none-brooklyn-ny-11211,73793206F96C7D4EE4EB73457D82F22B4ADBEFCDCE65F942172AEF60D900708B90B342CBCA3AB27929D410EFF659A0AB,0.9,metaphone,170 South 4th Street,170 S 4TH ST,171 4TH ST
none-south-4th-street-unit-4a-brooklyn-ny-11211,,0.0,no_match,South 4th Street Unit 4A,S 4TH ST 4A,
none-north-10th-street-unit-3a-brooklyn-ny-11211,,0.0,no_match,North 10th Street Unit 3A,N 10TH ST 3A,
none-467-bedford-avenue-unit-6-brooklyn-ny-11211,A0A89A6EB9E1FE2ADE2F134FF3CC9643278F6F1336587B3C8FB95FD37B4C4362B565B4B1C0C6E4EDF654840BAF23B8F6,0.9333333333333332,metaphone,467 Bedford Avenue Unit 6,467 BEDFORD AVE 6,637 BEDFORD AVE
none-444-humboldt-street-unit-2-brooklyn-ny-11211,FFA2E30753F69EC4DA3FD3CBCD1555D4B01C8D4368A71D73E55D404861E15E134CFB66F9FDF772F076ED69B731CB785B,0.9333333333333332,metaphone,444 Humboldt Street Unit 2,444 HUMBOLDT ST 2,447 HUMBOLDT ST
none-147-hope-street-unit-3a-brooklyn-ny-11211,EC1E71C1B820058B5F9AEE49A837A996C0F629D8812C14542F9744ED82D338BFB1804E1E95B038445348E612AF0A1970,0.88,fuzzy,147 Hope Street Unit 3A,147 HOPE ST 3A,147 HOPE ST
none-union-avenue-none-brooklyn-ny-11211,,0.0,no_match,Union Avenue,UNION AVE,
none-174-jackson-street-unit-2a-brooklyn-ny-11211,6E665CA373E87645EF0DA4C408606E5F035B9B39BC3B442DF2D9FCE48C1E64E8A47BA6545F00DF0E132625EC2616462A,1.0,metaphone,174 Jackson Street Unit 2A,174 JACKSON ST 2A,174 JACKSON ST
none-withers-street-unit-5e-brooklyn-ny-11211,F12BC79077022B8F2673B7B14B8C7676820BCC91A06A80061FE94DB488FBE219ED44E778817B2A6203D02C6B48419700,0.7740740740740742,api_validated,Withers Street Unit 5E,WITHERS ST 5E,33 WITHERS ST
none-bushwick-avenue-unit-2b-brooklyn-ny-11211,17F4E7157F49D7988DA13E0A19A2511063FE2C8C710178FFEDB913EFADBEC7281280D04952D81E7EEC603A3EB39B4560,0.76,api_validated,Bushwick Avenue Unit 2B,BUSHWICK AVE 2B,9 BUSHWICK AVE
none-devoe-street-none-brooklyn-ny-11211,,0.0,no_match,Devoe Street,DEVOE ST,
none-308-north-7th-street-unit-4d-brooklyn-ny-11211,306A2B9A2875D9F905414DFBF466F5C9D06768FCEC3B4208A49236D76494CE5AFE208DFF727342AD498F2EB5E3AACCB7,0.8,metaphone,308 North 7th Street Unit 4D,308 N 7TH ST 4D,350 4TH ST
none-705-driggs-avenue-unit-13-brooklyn-ny-11211,29DD408D93D97017061ADB9CAA1C454C9B59FE81CFCA4FB30852DD7E2E42F55BCA978FDA2F6053B8BAA5C18275DDA1D6,1.0,metaphone,705 Driggs Avenue Unit 13,705 DRIGGS AVE 13,705 DRIGGS AVE
none-131-jackson-street-unit-phb-brooklyn-ny-11211,9467EE2076AAF10682B7881601E19B2FDA728159FE9391BE862F98E265390F2437D6B064C13BF6EF81D296173982AA98,0.9285714285714286,metaphone,131 Jackson Street Unit PHB,131 JACKSON ST PHB,110 JACKSON ST
none-154-south-3rd-street-unit-24-brooklyn-ny-11211,48A2D85717828285E45A131EDEAB29D0F8C3282B31B0D729BD3B5EED344E4E7D1B465F9EFF7D3BCEC553B7A16982A54B,0.9,metaphone,154 South 3rd Street Unit 24,154 S 3RD ST 24,314 3RD ST
none-74-jackson-street-unit-1-brooklyn-ny-11211,6E665CA373E87645EF0DA4C408606E5F035B9B39BC3B442DF2D9FCE48C1E64E8A47BA6545F00DF0E132625EC2616462A,0.962962962962963,metaphone,74 Jackson Street Unit 1,74 JACKSON ST 1,174 JACKSON ST
none-177-hooper-street-none-brooklyn-ny-11211,C5EF7FAB3A4BC913463AB5087987A6241E73BD2374117C1AA15F026489A5B4E1A42317D1EF493F5BCE5D67D0493BA11A,1.0,exact,177 Hooper Street,177 HOOPER ST,177 HOOPER ST
none-withers-street-unit-ph3-brooklyn-ny-11211,F12BC79077022B8F2673B7B14B8C7676820BCC91A06A80061FE94DB488FBE219ED44E778817B2A6203D02C6B48419700,0.7740740740740742,api_validated,Withers Street Unit PH3,WITHERS ST PH3,33 WITHERS ST
none-179-woodpoint-road-unit-2c-brooklyn-ny-11211,4B0BFD6DE954E7698730367D9A2B8AE7A2169A01C98945C09DD6B81837068F63CD1C8096276AE0B086F75EA6DD0648A0,1.0,metaphone,179 Woodpoint Road Unit 2C,179 WOODPOINT RD 2C,179 WOODPOINT RD
none-476-union-avenue-unit-ph5a-brooklyn-ny-11211,4027CD47F4F2794830776401B8FB59EB9D43718AFBCE817C45289EC8742A15D80C88AE3D9110F01CF35CC7E569EAE274,0.923076923076923,metaphone,476 Union Avenue Unit PH5A,476 UNION AVE PH5A,436 UNION AVE
none-264-north-9th-street-none-brooklyn-ny-11211,B9D8A7230981D76B4541FF5C636575767D6356029F45836EAC28E44423318AB5DA4BA889FAB73E53020C83C76B101BA6,0.9,metaphone,264 North 9th Street,264 N 9TH ST,265 9TH ST
none-218-north-5th-street-none-brooklyn-ny-11211,344F4532F9F39F5D59CE19268DA3ED15C7B3044CC8563C5DDDC68EC5B08E24729CEB6809FEC6C5A32F97F4274D74F720,0.9,metaphone,218 North 5th Street,218 N 5TH ST,282 5TH ST
none-30-bayard-street-unit-5f-brooklyn-ny-11211,E208AB591CEF17A940255D72A64C2F009EA4FAC26497DF622FAE1EE90F3A0FA860EA5B985E268754F90E8BC51D1DC671,1.0,metaphone,30 Bayard Street Unit 5F,30 BAYARD ST 5F,30 BAYARD ST
none-512-lorimer-street-none-brooklyn-ny-11211,7102C72BB06E019C552B566F0176B5BD70215B77A2A463A790F225BF627C41E0C3400EA233D50F0231D0142BBE65FBAC,1.0,exact,512 Lorimer Street,512 LORIMER ST,512 LORIMER ST
none-bayard-street-unit-2d-brooklyn-ny-11211,,0.0,no_match,Bayard Street Unit 2D,BAYARD ST 2D,
none-jackson-street-unit-2-brooklyn-ny-11211,,0.0,no_match,Jackson Street Unit 2,JACKSON ST 2,
none-manhattan-avenue-unit-4f-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue Unit 4F,MANHATTAN AVE 4F,
none-manhattan-avenue-unit-3f-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue Unit 3F,MANHATTAN AVE 3F,
none-726-metropolitan-avenue-unit-6-williamsburg-ny-11211,0412AC4A902C06967132C680F201D3295EA117891E6E84CC16105332B200D1C581C8C9AB0CB91D3AD63A7E3788820A4E,0.95,metaphone,726 Metropolitan Avenue Unit 6,726 METROPOLITAN AVE 6,725 METROPOLITAN AVE
none-manhattan-avenue-none-brooklyn-ny-11211,,0.0,no_match,Manhattan Avenue,MANHATTAN AVE,
none-maspeth-avenue-unit-2d-brooklyn-ny-11211,,0.0,no_match,Maspeth Avenue Unit 2D,MASPETH AVE 2D,
none-bayard-street-unit-3g-brooklyn-ny-11211,,0.0,no_match,Bayard Street Unit 3G,BAYARD ST 3G,
none-grand-street-none-brooklyn-ny-11211,,0.0,no_match,Grand Street,GRAND ST,
none-division-avenue-unit-16-brooklyn-ny-11211,,0.0,no_match,Division Avenue Unit 16,DIVISION AVE 16,
none-skillman-avenue-unit-1a-brooklyn-ny-11211,,0.0,no_match,Skillman Avenue Unit 1A,SKILLMAN AVE 1A,
none-bushwick-avenue-unit-7b-brooklyn-ny-11211,17F4E7157F49D7988DA13E0A19A2511063FE2C8C710178FFEDB913EFADBEC7281280D04952D81E7EEC603A3EB39B4560,0.76,api_validated,Bushwick Avenue Unit 7B,BUSHWICK AVE 7B,9 BUSHWICK AVE
none-north-11th-street-unit-4w-brooklyn-ny-11211,,0.0,no_match,North 11th Street Unit 4W,N 11TH ST 4W,
none-havemeyer-street-unit-6a-brooklyn-ny-11211,,0.0,no_match,Havemeyer Street Unit 6A,HAVEMEYER ST 6A,
none-96-woodpoint-road-unit-2c-brooklyn-ny-11211,4B0BFD6DE954E7698730367D9A2B8AE7A2169A01C98945C09DD6B81837068F63CD1C8096276AE0B086F75EA6DD0648A0,0.9032258064516128,metaphone,96 Woodpoint Road Unit 2C,96 WOODPOINT RD 2C,179 WOODPOINT RD
none-128-woodpoint-road-unit-5-brooklyn-ny-11211,3C01EB7CEB3285FD57A8C22E87CA7D06E0DEE77256E19DA441BE68EC6160D69E49F570DA808E9AD0B6633BD24FD2B394,1.0,metaphone,128 Woodpoint Road Unit 5,128 WOODPOINT RD 5,128 WOODPOINT RD
none-153-south-4th-street-unit-5-williamsburg-ny-11211,FF0FBD984A5978B0694542CA451CDF734EBA186F329D3500370EE0D443B728B47023747DF9DB1959B9CACDB1D30C4776,0.8,metaphone,153 South 4th Street Unit 5,153 S 4TH ST 5,134 9TH ST
none-north-6th-street-unit-3-brooklyn-ny-11211,,0.0,no_match,North 6th Street Unit 3,N 6TH ST 3,
none-conselyea-street-unit-1-brooklyn-ny-11211,,0.0,no_match,Conselyea Street Unit 1,CONSELYEA ST 1,
none-361-manhattan-avenue-unit-4a-brooklyn-ny-11211,0F37F7614D77FB04E04727DF490B1DDB7D6030A261D005D41F79A9EC9D6ED833205AF6F7481544FB24ED05E18AC3C249,0.9411764705882352,metaphone,361 Manhattan Avenue Unit 4A,361 MANHATTAN AVE 4A,391 MANHATTAN AVE
none-30-bushwick-avenue-unit-6b-brooklyn-ny-11211,7D9249591F7FCEC7BE25B465E2CE0AB14F40A6F29E29C9A250A0AA14DEE5F18FA13131DB03A9722C3895934AC05390CD,0.9333333333333332,metaphone,30 Bushwick Avenue Unit 6B,30 BUSHWICK AVE 6B,36 BUSHWICK AVE
none-215-north-10th-street-unit-pha-brooklyn-ny-11211,5ADA59072C14E72BA8430679D8E414035AF1D6D9CE4C960D2B5784CFF02DFB07057E75F571DF1D9C5BD0F274928F9C14,0.95,api_validated,215 North 10th Street Unit PHA,215 N 10TH ST PHA,215 10TH ST
none-237-ainslie-street-none-brooklyn-ny-11211,2C8D5E3EF2D327110420DCA370A133DB45D6E6174009FF341BF90CE45310FA164BFCA84C08C3EC18ED887872FBE7A554,1.0,exact,237 Ainslie Street,237 AINSLIE ST,237 AINSLIE ST
none-139-skillman-avenue-unit-9a-brooklyn-ny-11211,6902FF1BD441A6BBE366DBFF0EE623039237708C77C08E90FF5F86C3BD0F18F8EC51E919355A14B8D334F9A6B69562B8,1.0,metaphone,139 Skillman Avenue Unit 9A,139 SKILLMAN AVE 9A,139 SKILLMAN AVE
none-south-5th-street-unit-c1-brooklyn-ny-11211,,0.0,no_match,South 5th Street Unit C1,S 5TH ST C1,
none-union-avenue-unit-3c-brooklyn-ny-11211,,0.0,no_match,Union Avenue Unit 3C,UNION AVE 3C,
none-bushwick-avenue-unit-6b-brooklyn-ny-11211,17F4E7157F49D7988DA13E0A19A2511063FE2C8C710178FFEDB913EFADBEC7281280D04952D81E7EEC603A3EB39B4560,0.76,api_validated,Bushwick Avenue Unit 6B,BUSHWICK AVE 6B,9 BUSHWICK AVE
none-323-south-5th-street-unit-3-brooklyn-ny-11211,D946127D2299A85EEA0EFBDCB0A344F4902C2E19870C5B43DE1454519D0D87E5BDDB5A86A4CCD9B69B063DF6BBB3C032,0.9,metaphone,323 South 5th Street Unit 3,323 S 5TH ST 3,392 5TH ST
none-bushwick-avenue-unit-4b-brooklyn-ny-11211,17F4E7157F49D7988DA13E0A19A2511063FE2C8C710178FFEDB913EFADBEC7281280D04952D81E7EEC603A3EB39B4560,0.76,api_validated,Bushwick Avenue Unit 4B,BUSHWICK AVE 4B,9 BUSHWICK AVE
none-30-bushwick-avenue-unit-5a-brooklyn-ny-11211,7D9249591F7FCEC7BE25B465E2CE0AB14F40A6F29E29C9A250A0AA14DEE5F18FA13131DB03A9722C3895934AC05390CD,0.9333333333333332,metaphone,30 Bushwick Avenue Unit 5A,30 BUSHWICK AVE 5A,36 BUSHWICK AVE
